Sample 1
1/11/2024 1:05:30 AM
Wavelength (nm)	10mm Absorbance
312.0	0.010
312.5	0.009
313.0	0.008
313.5	0.009
314.0	0.007
314.5	0.006
315.0	0.006
315.5	0.006
316.0	0.006
316.5	0.006
317.0	0.007
317.5	0.007
318.0	0.007
318.5	0.006
319.0	0.002
319.5	0.001
320.0	0.000
320.5	0.001
321.0	0.001
321.5	0.000
322.0	0.001
322.5	0.001
323.0	0.001
323.5	-0.001
324.0	-0.001
324.5	-0.003
325.0	-0.005
325.5	-0.004
326.0	-0.004
326.5	-0.003
327.0	-0.002
327.5	0.000
328.0	0.000
328.5	-0.001
329.0	0.000
329.5	-0.001
330.0	-0.002
330.5	-0.002
331.0	-0.003
331.5	-0.003
332.0	0.000
332.5	0.001
333.0	0.002
333.5	0.002
334.0	0.001
334.5	0.000
335.0	-0.002
335.5	-0.002
336.0	-0.004
336.5	-0.005
337.0	-0.003
337.5	-0.001
338.0	0.000
338.5	0.000
339.0	0.002
339.5	0.001
340.0	0.000
340.5	-0.002
341.0	-0.001
341.5	-0.001
342.0	0.001
342.5	0.002
343.0	0.000
343.5	0.000
344.0	0.003
344.5	0.001
345.0	0.002
345.5	0.000
346.0	0.000
346.5	-0.001
347.0	-0.002
347.5	-0.002
348.0	-0.002
348.5	-0.002
349.0	-0.004
349.5	-0.004
350.0	-0.004


Sample 13
1/11/2024 1:38:59 AM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.17000	
//WLCalib: 261S 	-0.08000	
//WLCalib: 362S 	-0.28000	
//WLCalib: 484S 	-0.08000	
//WLCalib: 529S 	0.31000	
//WLCalib: 823S 	-0.39000	
//QSpecEnd: 
A260/A280	3.559
A260/A230	0.010
A260	0.037
A280	0.010
220.0	6.307
220.5	6.211
221.0	6.100
221.5	5.971
222.0	5.832
222.5	5.684
223.0	5.522
223.5	5.346
224.0	5.149
224.5	4.940
225.0	4.733
225.5	4.552
226.0	4.394
226.5	4.256
227.0	4.129
227.5	4.013
228.0	3.907
228.5	3.806
229.0	3.709
229.5	3.610
230.0	3.508
230.5	3.403
231.0	3.294
231.5	3.178
232.0	3.051
232.5	2.913
233.0	2.763
233.5	2.608
234.0	2.444
234.5	2.277
235.0	2.105
235.5	1.938
236.0	1.781
236.5	1.632
237.0	1.490
237.5	1.353
238.0	1.217
238.5	1.089
239.0	0.973
239.5	0.874
240.0	0.790
240.5	0.722
241.0	0.664
241.5	0.612
242.0	0.564
242.5	0.520
243.0	0.476
243.5	0.433
244.0	0.395
244.5	0.362
245.0	0.332
245.5	0.306
246.0	0.283
246.5	0.263
247.0	0.243
247.5	0.226
248.0	0.209
248.5	0.192
249.0	0.179
249.5	0.167
250.0	0.157
250.5	0.147
251.0	0.137
251.5	0.128
252.0	0.119
252.5	0.109
253.0	0.101
253.5	0.095
254.0	0.087
254.5	0.081
255.0	0.075
255.5	0.071
256.0	0.066
256.5	0.061
257.0	0.052
257.5	0.046
258.0	0.043
258.5	0.040
259.0	0.039
259.5	0.038
260.0	0.037
260.5	0.037
261.0	0.035
261.5	0.035
262.0	0.032
262.5	0.031
263.0	0.029
263.5	0.027
264.0	0.026
264.5	0.029
265.0	0.030
265.5	0.029
266.0	0.029
266.5	0.029
267.0	0.028
267.5	0.026
268.0	0.023
268.5	0.021
269.0	0.019
269.5	0.019
270.0	0.018
270.5	0.018
271.0	0.017
271.5	0.017
272.0	0.017
272.5	0.017
273.0	0.016
273.5	0.014
274.0	0.012
274.5	0.011
275.0	0.010
275.5	0.011
276.0	0.011
276.5	0.013
277.0	0.013
277.5	0.013
278.0	0.012
278.5	0.013
279.0	0.012
279.5	0.012
280.0	0.010
280.5	0.009
281.0	0.010
281.5	0.010
282.0	0.010
282.5	0.009
283.0	0.008
283.5	0.008
284.0	0.005
284.5	0.005
285.0	0.004
285.5	0.004
286.0	0.004
286.5	0.004
287.0	0.003
287.5	0.003
288.0	0.004
288.5	0.003
289.0	0.002
289.5	0.003
290.0	0.004
290.5	0.005
291.0	0.003
291.5	0.002
292.0	0.003
292.5	0.003
293.0	0.002
293.5	0.002
294.0	0.001
294.5	-0.001
295.0	-0.002
295.5	-0.002
296.0	-0.002
296.5	-0.002
297.0	-0.003
297.5	-0.004
298.0	-0.004
298.5	-0.004
299.0	-0.002
299.5	-0.002
300.0	-0.003
300.5	-0.003
301.0	-0.003
301.5	-0.002
302.0	0.000
302.5	0.002
303.0	0.002
303.5	0.001
304.0	0.002
304.5	0.003
305.0	0.003
305.5	0.003
306.0	0.003
306.5	0.003
307.0	0.002
307.5	0.001
308.0	0.000
308.5	0.000
309.0	-0.001
309.5	-0.001
310.0	-0.003
310.5	-0.001
311.0	-0.001
311.5	-0.001
312.0	-0.002
312.5	-0.002
313.0	-0.002
313.5	-0.003
314.0	-0.005
314.5	-0.006
315.0	-0.005
315.5	-0.004
316.0	-0.002
316.5	-0.003
317.0	-0.003
317.5	-0.003
318.0	-0.004
318.5	-0.005
319.0	-0.006
319.5	-0.006
320.0	-0.006
320.5	-0.006
321.0	-0.005
321.5	-0.003
322.0	-0.002
322.5	-0.001
323.0	-0.001
323.5	-0.002
324.0	-0.002
324.5	-0.003
325.0	-0.003
325.5	-0.001
326.0	-0.002
326.5	-0.001
327.0	-0.001
327.5	-0.002
328.0	0.000
328.5	-0.002
329.0	-0.002
329.5	-0.003
330.0	-0.004
330.5	-0.003
331.0	-0.003
331.5	-0.003
332.0	-0.001
332.5	0.000
333.0	-0.001
333.5	0.000
334.0	0.000
334.5	-0.001
335.0	-0.001
335.5	-0.001
336.0	-0.001
336.5	-0.002
337.0	0.000
337.5	0.001
338.0	0.001
338.5	0.001
339.0	0.001
339.5	0.001
340.0	0.000
340.5	0.000
341.0	0.000
341.5	0.000
342.0	0.003
342.5	0.004
343.0	0.004
343.5	0.004
344.0	0.005
344.5	0.004
345.0	0.004
345.5	0.003
346.0	0.003
346.5	0.002
347.0	0.002
347.5	0.000
348.0	0.000
348.5	-0.002
349.0	-0.003
349.5	-0.005
350.0	-0.007


Sample 14
1/11/2024 1:40:49 AM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.17000	
//WLCalib: 261S 	-0.08000	
//WLCalib: 362S 	-0.28000	
//WLCalib: 484S 	-0.08000	
//WLCalib: 529S 	0.31000	
//WLCalib: 823S 	-0.39000	
//QSpecEnd: 
A260/A280	2.153
A260/A230	0.042
A260	0.236
A280	0.110
220.0	9.931
220.5	9.775
221.0	9.608
221.5	9.421
222.0	9.215
222.5	8.976
223.0	8.726
223.5	8.447
224.0	8.135
224.5	7.800
225.0	7.483
225.5	7.202
226.0	6.959
226.5	6.743
227.0	6.548
227.5	6.367
228.0	6.198
228.5	6.039
229.0	5.882
229.5	5.721
230.0	5.556
230.5	5.385
231.0	5.207
231.5	5.020
232.0	4.815
232.5	4.588
233.0	4.347
233.5	4.098
234.0	3.840
234.5	3.575
235.0	3.307
235.5	3.049
236.0	2.806
236.5	2.577
237.0	2.358
237.5	2.148
238.0	1.943
238.5	1.751
239.0	1.576
239.5	1.430
240.0	1.307
240.5	1.204
241.0	1.116
241.5	1.040
242.0	0.970
242.5	0.903
243.0	0.838
243.5	0.777
244.0	0.723
244.5	0.676
245.0	0.635
245.5	0.599
246.0	0.566
246.5	0.537
247.0	0.508
247.5	0.483
248.0	0.459
248.5	0.438
249.0	0.420
249.5	0.404
250.0	0.391
250.5	0.378
251.0	0.366
251.5	0.353
252.0	0.341
252.5	0.328
253.0	0.316
253.5	0.307
254.0	0.297
254.5	0.289
255.0	0.282
255.5	0.277
256.0	0.270
256.5	0.264
257.0	0.256
257.5	0.248
258.0	0.244
258.5	0.242
259.0	0.240
259.5	0.238
260.0	0.236
260.5	0.235
261.0	0.234
261.5	0.233
262.0	0.230
262.5	0.229
263.0	0.226
263.5	0.222
264.0	0.219
264.5	0.217
265.0	0.216
265.5	0.213
266.0	0.210
266.5	0.207
267.0	0.204
267.5	0.200
268.0	0.194
268.5	0.189
269.0	0.183
269.5	0.180
270.0	0.177
270.5	0.174
271.0	0.173
271.5	0.170
272.0	0.167
272.5	0.163
273.0	0.159
273.5	0.155
274.0	0.150
274.5	0.146
275.0	0.144
275.5	0.141
276.0	0.138
276.5	0.135
277.0	0.132
277.5	0.127
278.0	0.122
278.5	0.119
279.0	0.115
279.5	0.112
280.0	0.110
280.5	0.106
281.0	0.103
281.5	0.101
282.0	0.098
282.5	0.094
283.0	0.089
283.5	0.086
284.0	0.082
284.5	0.079
285.0	0.077
285.5	0.073
286.0	0.072
286.5	0.069
287.0	0.067
287.5	0.063
288.0	0.060
288.5	0.058
289.0	0.054
289.5	0.052
290.0	0.050
290.5	0.048
291.0	0.045
291.5	0.042
292.0	0.039
292.5	0.036
293.0	0.033
293.5	0.031
294.0	0.028
294.5	0.026
295.0	0.024
295.5	0.022
296.0	0.021
296.5	0.020
297.0	0.018
297.5	0.017
298.0	0.017
298.5	0.016
299.0	0.016
299.5	0.016
300.0	0.016
300.5	0.016
301.0	0.015
301.5	0.016
302.0	0.015
302.5	0.015
303.0	0.014
303.5	0.013
304.0	0.012
304.5	0.013
305.0	0.013
305.5	0.012
306.0	0.011
306.5	0.010
307.0	0.008
307.5	0.006
308.0	0.005
308.5	0.004
309.0	0.002
309.5	0.003
310.0	0.001
310.5	0.002
311.0	0.002
311.5	0.004
312.0	0.003
312.5	0.002
313.0	0.003
313.5	0.003
314.0	0.003
314.5	0.002
315.0	0.002
315.5	0.002
316.0	0.003
316.5	0.004
317.0	0.005
317.5	0.006
318.0	0.004
318.5	0.004
319.0	0.001
319.5	0.001
320.0	0.001
320.5	0.000
321.0	0.001
321.5	0.000
322.0	0.001
322.5	0.002
323.0	0.004
323.5	0.003
324.0	0.003
324.5	0.000
325.0	-0.001
325.5	0.000
326.0	0.001
326.5	0.002
327.0	0.002
327.5	0.002
328.0	0.002
328.5	0.000
329.0	0.000
329.5	-0.001
330.0	-0.001
330.5	-0.001
331.0	-0.002
331.5	-0.002
332.0	0.000
332.5	0.002
333.0	0.001
333.5	0.001
334.0	0.000
334.5	0.000
335.0	-0.001
335.5	0.000
336.0	0.000
336.5	0.000
337.0	0.002
337.5	0.002
338.0	0.002
338.5	0.001
339.0	0.003
339.5	0.001
340.0	0.000
340.5	0.000
341.0	0.000
341.5	0.001
342.0	0.001
342.5	0.002
343.0	0.001
343.5	0.001
344.0	0.002
344.5	0.001
345.0	0.001
345.5	0.000
346.0	0.000
346.5	0.000
347.0	-0.001
347.5	0.000
348.0	-0.001
348.5	-0.002
349.0	-0.004
349.5	-0.004
350.0	-0.004


Sample 15
1/11/2024 1:42:21 AM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.17000	
//WLCalib: 261S 	-0.08000	
//WLCalib: 362S 	-0.28000	
//WLCalib: 484S 	-0.08000	
//WLCalib: 529S 	0.31000	
//WLCalib: 823S 	-0.39000	
//QSpecEnd: 
A260/A280	3.052
A260/A230	0.009
A260	0.069
A280	0.023
220.0	14.027
220.5	13.846
221.0	13.634
221.5	13.387
222.0	13.103
222.5	12.780
223.0	12.425
223.5	12.029
224.0	11.602
224.5	11.139
225.0	10.687
225.5	10.295
226.0	9.955
226.5	9.657
227.0	9.377
227.5	9.118
228.0	8.874
228.5	8.644
229.0	8.414
229.5	8.177
230.0	7.932
230.5	7.675
231.0	7.408
231.5	7.125
232.0	6.814
232.5	6.480
233.0	6.123
233.5	5.758
234.0	5.380
234.5	4.998
235.0	4.618
235.5	4.251
236.0	3.905
236.5	3.576
237.0	3.260
237.5	2.955
238.0	2.659
238.5	2.381
239.0	2.129
239.5	1.916
240.0	1.737
240.5	1.587
241.0	1.459
241.5	1.347
242.0	1.244
242.5	1.145
243.0	1.046
243.5	0.952
244.0	0.869
244.5	0.797
245.0	0.734
245.5	0.677
246.0	0.625
246.5	0.578
247.0	0.534
247.5	0.494
248.0	0.456
248.5	0.421
249.0	0.391
249.5	0.365
250.0	0.342
250.5	0.318
251.0	0.297
251.5	0.276
252.0	0.253
252.5	0.229
253.0	0.208
253.5	0.191
254.0	0.173
254.5	0.158
255.0	0.145
255.5	0.134
256.0	0.123
256.5	0.112
257.0	0.100
257.5	0.090
258.0	0.083
258.5	0.079
259.0	0.074
259.5	0.071
260.0	0.069
260.5	0.068
261.0	0.064
261.5	0.062
262.0	0.059
262.5	0.056
263.0	0.054
263.5	0.053
264.0	0.051
264.5	0.051
265.0	0.051
265.5	0.050
266.0	0.050
266.5	0.049
267.0	0.047
267.5	0.044
268.0	0.041
268.5	0.039
269.0	0.036
269.5	0.036
270.0	0.035
270.5	0.035
271.0	0.034
271.5	0.033
272.0	0.032
272.5	0.031
273.0	0.031
273.5	0.028
274.0	0.026
274.5	0.025
275.0	0.025
275.5	0.024
276.0	0.025
276.5	0.026
277.0	0.027
277.5	0.026
278.0	0.025
278.5	0.025
279.0	0.025
279.5	0.024
280.0	0.023
280.5	0.021
281.0	0.020
281.5	0.020
282.0	0.019
282.5	0.016
283.0	0.016
283.5	0.016
284.0	0.013
284.5	0.013
285.0	0.013
285.5	0.013
286.0	0.013
286.5	0.012
287.0	0.012
287.5	0.011
288.0	0.011
288.5	0.012
289.0	0.011
289.5	0.011
290.0	0.012
290.5	0.012
291.0	0.011
291.5	0.010
292.0	0.010
292.5	0.010
293.0	0.008
293.5	0.009
294.0	0.008
294.5	0.007
295.0	0.006
295.5	0.007
296.0	0.006
296.5	0.006
297.0	0.007
297.5	0.006
298.0	0.007
298.5	0.007
299.0	0.009
299.5	0.008
300.0	0.008
300.5	0.008
301.0	0.007
301.5	0.007
302.0	0.009
302.5	0.011
303.0	0.010
303.5	0.010
304.0	0.010
304.5	0.009
305.0	0.008
305.5	0.007
306.0	0.007
306.5	0.008
307.0	0.007
307.5	0.006
308.0	0.005
308.5	0.004
309.0	0.002
309.5	0.002
310.0	0.000
310.5	0.001
311.0	0.000
311.5	0.000
312.0	0.000
312.5	0.000
313.0	0.000
313.5	0.001
314.0	0.000
314.5	-0.001
315.0	-0.001
315.5	-0.001
316.0	-0.001
316.5	0.000
317.0	0.001
317.5	0.003
318.0	0.002
318.5	0.003
319.0	0.000
319.5	0.001
320.0	0.002
320.5	0.002
321.0	0.001
321.5	0.001
322.0	0.001
322.5	0.001
323.0	0.002
323.5	0.002
324.0	0.002
324.5	0.000
325.0	0.000
325.5	0.000
326.0	-0.001
326.5	0.000
327.0	-0.001
327.5	0.000
328.0	0.001
328.5	0.000
329.0	0.001
329.5	0.000
330.0	-0.001
330.5	-0.001
331.0	-0.001
331.5	0.000
332.0	0.002
332.5	0.003
333.0	0.003
333.5	0.003
334.0	0.004
334.5	0.003
335.0	0.003
335.5	0.003
336.0	0.002
336.5	0.002
337.0	0.003
337.5	0.003
338.0	0.003
338.5	0.002
339.0	0.003
339.5	0.002
340.0	0.000
340.5	-0.002
341.0	-0.003
341.5	-0.003
342.0	-0.003
342.5	-0.001
343.0	-0.002
343.5	-0.002
344.0	-0.001
344.5	-0.001
345.0	0.000
345.5	-0.001
346.0	-0.001
346.5	-0.001
347.0	-0.002
347.5	-0.003
348.0	-0.003
348.5	-0.002
349.0	-0.002
349.5	-0.002
350.0	-0.003


Sample 16
1/11/2024 1:44:00 AM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.17000	
//WLCalib: 261S 	-0.08000	
//WLCalib: 362S 	-0.28000	
//WLCalib: 484S 	-0.08000	
//WLCalib: 529S 	0.31000	
//WLCalib: 823S 	-0.39000	
//QSpecEnd: 
A260/A280	3.274
A260/A230	0.009
A260	0.019
A280	0.006
220.0	3.675
220.5	3.615
221.0	3.549
221.5	3.472
222.0	3.391
222.5	3.303
223.0	3.211
223.5	3.106
224.0	2.990
224.5	2.869
225.0	2.750
225.5	2.645
226.0	2.555
226.5	2.475
227.0	2.402
227.5	2.334
228.0	2.272
228.5	2.213
229.0	2.158
229.5	2.102
230.0	2.044
230.5	1.984
231.0	1.922
231.5	1.857
232.0	1.784
232.5	1.705
233.0	1.620
233.5	1.529
234.0	1.435
234.5	1.338
235.0	1.238
235.5	1.140
236.0	1.048
236.5	0.960
237.0	0.877
237.5	0.796
238.0	0.716
238.5	0.640
239.0	0.571
239.5	0.513
240.0	0.465
240.5	0.424
241.0	0.389
241.5	0.358
242.0	0.331
242.5	0.303
243.0	0.277
243.5	0.251
244.0	0.229
244.5	0.209
245.0	0.192
245.5	0.177
246.0	0.164
246.5	0.153
247.0	0.142
247.5	0.131
248.0	0.121
248.5	0.111
249.0	0.103
249.5	0.095
250.0	0.090
250.5	0.083
251.0	0.079
251.5	0.074
252.0	0.069
252.5	0.063
253.0	0.058
253.5	0.054
254.0	0.048
254.5	0.044
255.0	0.041
255.5	0.038
256.0	0.035
256.5	0.033
257.0	0.029
257.5	0.025
258.0	0.023
258.5	0.021
259.0	0.021
259.5	0.020
260.0	0.019
260.5	0.019
261.0	0.019
261.5	0.019
262.0	0.017
262.5	0.015
263.0	0.015
263.5	0.014
264.0	0.012
264.5	0.013
265.0	0.014
265.5	0.015
266.0	0.016
266.5	0.015
267.0	0.014
267.5	0.013
268.0	0.011
268.5	0.008
269.0	0.006
269.5	0.006
270.0	0.007
270.5	0.008
271.0	0.006
271.5	0.007
272.0	0.007
272.5	0.006
273.0	0.005
273.5	0.003
274.0	0.003
274.5	0.002
275.0	0.002
275.5	0.003
276.0	0.005
276.5	0.005
277.0	0.005
277.5	0.003
278.0	0.002
278.5	0.004
279.0	0.004
279.5	0.004
280.0	0.006
280.5	0.005
281.0	0.006
281.5	0.006
282.0	0.006
282.5	0.005
283.0	0.004
283.5	0.004
284.0	0.002
284.5	0.003
285.0	0.005
285.5	0.004
286.0	0.004
286.5	0.004
287.0	0.004
287.5	0.003
288.0	0.003
288.5	0.003
289.0	0.001
289.5	0.002
290.0	0.003
290.5	0.003
291.0	0.003
291.5	0.002
292.0	0.004
292.5	0.002
293.0	0.001
293.5	0.000
294.0	0.000
294.5	-0.002
295.0	-0.003
295.5	-0.002
296.0	-0.003
296.5	-0.002
297.0	-0.003
297.5	-0.003
298.0	-0.003
298.5	-0.003
299.0	-0.002
299.5	-0.002
300.0	-0.002
300.5	-0.001
301.0	0.000
301.5	0.002
302.0	0.002
302.5	0.004
303.0	0.004
303.5	0.004
304.0	0.003
304.5	0.004
305.0	0.004
305.5	0.005
306.0	0.004
306.5	0.004
307.0	0.003
307.5	0.002
308.0	0.000
308.5	0.000
309.0	-0.003
309.5	-0.002
310.0	-0.004
310.5	-0.002
311.0	-0.003
311.5	-0.001
312.0	-0.002
312.5	-0.002
313.0	-0.003
313.5	-0.004
314.0	-0.005
314.5	-0.005
315.0	-0.005
315.5	-0.004
316.0	-0.004
316.5	-0.004
317.0	-0.003
317.5	-0.002
318.0	-0.002
318.5	-0.002
319.0	-0.005
319.5	-0.005
320.0	-0.005
320.5	-0.004
321.0	-0.003
321.5	-0.003
322.0	-0.002
322.5	-0.001
323.0	-0.001
323.5	-0.001
324.0	0.000
324.5	-0.001
325.0	-0.001
325.5	-0.002
326.0	-0.001
326.5	0.000
327.0	0.000
327.5	0.000
328.0	0.001
328.5	0.000
329.0	0.000
329.5	-0.001
330.0	-0.001
330.5	-0.001
331.0	-0.002
331.5	-0.002
332.0	-0.001
332.5	0.000
333.0	0.001
333.5	0.001
334.0	0.001
334.5	0.000
335.0	0.000
335.5	0.000
336.0	-0.001
336.5	0.000
337.0	0.000
337.5	0.002
338.0	0.002
338.5	0.001
339.0	0.001
339.5	0.001
340.0	0.000
340.5	-0.001
341.0	-0.002
341.5	-0.001
342.0	0.000
342.5	0.001
343.0	0.000
343.5	-0.001
344.0	0.000
344.5	0.000
345.0	0.000
345.5	-0.002
346.0	-0.001
346.5	-0.001
347.0	-0.002
347.5	-0.002
348.0	-0.002
348.5	0.000
349.0	-0.001
349.5	-0.003
350.0	-0.004


Sample 17
1/11/2024 1:46:00 AM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.17000	
//WLCalib: 261S 	-0.08000	
//WLCalib: 362S 	-0.28000	
//WLCalib: 484S 	-0.08000	
//WLCalib: 529S 	0.31000	
//WLCalib: 823S 	-0.39000	
//QSpecEnd: 
A260/A280	2.592
A260/A230	0.018
A260	0.054
A280	0.021
220.0	5.415
220.5	5.330
221.0	5.232
221.5	5.125
222.0	5.009
222.5	4.880
223.0	4.745
223.5	4.591
224.0	4.424
224.5	4.240
225.0	4.066
225.5	3.910
226.0	3.776
226.5	3.657
227.0	3.550
227.5	3.450
228.0	3.359
228.5	3.273
229.0	3.189
229.5	3.104
230.0	3.017
230.5	2.927
231.0	2.835
231.5	2.736
232.0	2.628
232.5	2.508
233.0	2.381
233.5	2.248
234.0	2.108
234.5	1.963
235.0	1.816
235.5	1.671
236.0	1.534
236.5	1.406
237.0	1.284
237.5	1.166
238.0	1.048
238.5	0.938
239.0	0.838
239.5	0.754
240.0	0.685
240.5	0.626
241.0	0.575
241.5	0.531
242.0	0.491
242.5	0.452
243.0	0.415
243.5	0.379
244.0	0.347
244.5	0.319
245.0	0.295
245.5	0.274
246.0	0.255
246.5	0.238
247.0	0.222
247.5	0.207
248.0	0.192
248.5	0.179
249.0	0.168
249.5	0.157
250.0	0.149
250.5	0.140
251.0	0.132
251.5	0.125
252.0	0.118
252.5	0.110
253.0	0.102
253.5	0.097
254.0	0.090
254.5	0.085
255.0	0.081
255.5	0.077
256.0	0.073
256.5	0.070
257.0	0.065
257.5	0.061
258.0	0.059
258.5	0.058
259.0	0.056
259.5	0.055
260.0	0.054
260.5	0.054
261.0	0.054
261.5	0.053
262.0	0.051
262.5	0.049
263.0	0.048
263.5	0.047
264.0	0.046
264.5	0.046
265.0	0.047
265.5	0.047
266.0	0.045
266.5	0.045
267.0	0.045
267.5	0.043
268.0	0.040
268.5	0.037
269.0	0.034
269.5	0.034
270.0	0.034
270.5	0.034
271.0	0.033
271.5	0.033
272.0	0.032
272.5	0.031
273.0	0.030
273.5	0.029
274.0	0.028
274.5	0.026
275.0	0.025
275.5	0.025
276.0	0.025
276.5	0.026
277.0	0.025
277.5	0.023
278.0	0.021
278.5	0.023
279.0	0.022
279.5	0.021
280.0	0.021
280.5	0.020
281.0	0.019
281.5	0.018
282.0	0.017
282.5	0.016
283.0	0.014
283.5	0.014
284.0	0.013
284.5	0.014
285.0	0.015
285.5	0.014
286.0	0.013
286.5	0.012
287.0	0.011
287.5	0.009
288.0	0.008
288.5	0.008
289.0	0.007
289.5	0.007
290.0	0.008
290.5	0.007
291.0	0.007
291.5	0.005
292.0	0.004
292.5	0.003
293.0	0.001
293.5	0.001
294.0	-0.001
294.5	-0.003
295.0	-0.004
295.5	-0.004
296.0	-0.005
296.5	-0.005
297.0	-0.005
297.5	-0.006
298.0	-0.006
298.5	-0.007
299.0	-0.007
299.5	-0.006
300.0	-0.006
300.5	-0.006
301.0	-0.006
301.5	-0.005
302.0	-0.004
302.5	-0.002
303.0	-0.001
303.5	-0.003
304.0	-0.003
304.5	-0.003
305.0	-0.003
305.5	-0.002
306.0	-0.001
306.5	0.000
307.0	-0.001
307.5	-0.004
308.0	-0.004
308.5	-0.005
309.0	-0.007
309.5	-0.007
310.0	-0.009
310.5	-0.007
311.0	-0.007
311.5	-0.006
312.0	-0.006
312.5	-0.006
313.0	-0.006
313.5	-0.007
314.0	-0.008
314.5	-0.008
315.0	-0.008
315.5	-0.007
316.0	-0.007
316.5	-0.006
317.0	-0.004
317.5	-0.004
318.0	-0.004
318.5	-0.005
319.0	-0.006
319.5	-0.006
320.0	-0.006
320.5	-0.005
321.0	-0.005
321.5	-0.004
322.0	-0.003
322.5	-0.003
323.0	-0.002
323.5	-0.002
324.0	-0.002
324.5	-0.002
325.0	-0.003
325.5	-0.003
326.0	-0.003
326.5	-0.001
327.0	-0.001
327.5	0.000
328.0	0.000
328.5	-0.001
329.0	0.000
329.5	-0.001
330.0	-0.001
330.5	0.000
331.0	-0.001
331.5	0.000
332.0	0.000
332.5	0.001
333.0	0.001
333.5	0.002
334.0	0.002
334.5	0.001
335.0	0.000
335.5	0.001
336.0	0.000
336.5	0.000
337.0	0.001
337.5	0.002
338.0	0.003
338.5	0.003
339.0	0.003
339.5	0.002
340.0	0.000
340.5	0.000
341.0	-0.001
341.5	-0.002
342.0	-0.001
342.5	0.000
343.0	-0.002
343.5	-0.003
344.0	-0.002
344.5	-0.002
345.0	-0.002
345.5	-0.003
346.0	-0.003
346.5	-0.002
347.0	-0.002
347.5	-0.001
348.0	-0.001
348.5	-0.001
349.0	-0.002
349.5	-0.001
350.0	-0.002


Sample 18
1/11/2024 1:47:20 AM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.17000	
//WLCalib: 261S 	-0.08000	
//WLCalib: 362S 	-0.28000	
//WLCalib: 484S 	-0.08000	
//WLCalib: 529S 	0.31000	
//WLCalib: 823S 	-0.39000	
//QSpecEnd: 
A260/A280	2.535
A260/A230	0.018
A260	0.071
A280	0.028
220.0	6.936
220.5	6.825
221.0	6.703
221.5	6.570
222.0	6.422
222.5	6.258
223.0	6.080
223.5	5.885
224.0	5.672
224.5	5.445
225.0	5.223
225.5	5.026
226.0	4.859
226.5	4.711
227.0	4.575
227.5	4.448
228.0	4.331
228.5	4.219
229.0	4.112
229.5	4.003
230.0	3.891
230.5	3.774
231.0	3.653
231.5	3.524
232.0	3.382
232.5	3.228
233.0	3.063
233.5	2.889
234.0	2.708
234.5	2.521
235.0	2.334
235.5	2.150
236.0	1.978
236.5	1.814
237.0	1.658
237.5	1.506
238.0	1.358
238.5	1.220
239.0	1.095
239.5	0.988
240.0	0.900
240.5	0.824
241.0	0.760
241.5	0.704
242.0	0.652
242.5	0.602
243.0	0.555
243.5	0.509
244.0	0.468
244.5	0.432
245.0	0.401
245.5	0.374
246.0	0.349
246.5	0.326
247.0	0.305
247.5	0.286
248.0	0.267
248.5	0.250
249.0	0.235
249.5	0.222
250.0	0.211
250.5	0.199
251.0	0.188
251.5	0.177
252.0	0.166
252.5	0.156
253.0	0.145
253.5	0.136
254.0	0.127
254.5	0.120
255.0	0.111
255.5	0.106
256.0	0.100
256.5	0.094
257.0	0.088
257.5	0.082
258.0	0.077
258.5	0.076
259.0	0.073
259.5	0.072
260.0	0.071
260.5	0.070
261.0	0.069
261.5	0.067
262.0	0.065
262.5	0.064
263.0	0.063
263.5	0.061
264.0	0.061
264.5	0.060
265.0	0.060
265.5	0.061
266.0	0.059
266.5	0.058
267.0	0.057
267.5	0.054
268.0	0.051
268.5	0.048
269.0	0.046
269.5	0.045
270.0	0.044
270.5	0.044
271.0	0.043
271.5	0.043
272.0	0.042
272.5	0.042
273.0	0.040
273.5	0.038
274.0	0.037
274.5	0.035
275.0	0.035
275.5	0.036
276.0	0.035
276.5	0.035
277.0	0.034
277.5	0.033
278.0	0.031
278.5	0.031
279.0	0.030
279.5	0.029
280.0	0.028
280.5	0.027
281.0	0.027
281.5	0.026
282.0	0.026
282.5	0.024
283.0	0.023
283.5	0.022
284.0	0.020
284.5	0.019
285.0	0.019
285.5	0.020
286.0	0.018
286.5	0.017
287.0	0.016
287.5	0.015
288.0	0.015
288.5	0.015
289.0	0.014
289.5	0.015
290.0	0.015
290.5	0.014
291.0	0.013
291.5	0.012
292.0	0.014
292.5	0.014
293.0	0.012
293.5	0.012
294.0	0.011
294.5	0.010
295.0	0.008
295.5	0.008
296.0	0.007
296.5	0.007
297.0	0.006
297.5	0.006
298.0	0.007
298.5	0.007
299.0	0.008
299.5	0.008
300.0	0.007
300.5	0.008
301.0	0.008
301.5	0.009
302.0	0.009
302.5	0.011
303.0	0.010
303.5	0.009
304.0	0.010
304.5	0.009
305.0	0.009
305.5	0.009
306.0	0.008
306.5	0.009
307.0	0.007
